Hour,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
5554,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5555,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5556,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5557,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5558,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5559,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5560,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5561,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5562,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5563,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5564,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5565,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5566,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
5567,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5568,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5569,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5570,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5571,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5572,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5573,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5574,0,355,709,1064,1418,1773,2127,2482,2836,3191,3545,3900,4255,4609,4964,5318,5673,6027,6382,6736,7091,7445,7800,8155,8509,8864,9218,9573,9927,10282,10636,10991,11345,11700,12055,12409
5575,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5576,0,355,709,1064,1418,1773,2127,2482,2836,3191,3545,3900,4255,4609,4964,5318,5673,6027,6382,6736,7091,7445,7800,8155,8509,8864,9218,9573,9927,10282,10636,10991,11345,11700,12055,12409
5577,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5578,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5579,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5580,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5581,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5582,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5583,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5584,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5585,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5586,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5587,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5588,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5589,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5590,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
5591,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5592,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5593,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5594,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5595,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5596,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5597,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5598,0,355,709,1064,1418,1773,2127,2482,2836,3191,3545,3900,4255,4609,4964,5318,5673,6027,6382,6736,7091,7445,7800,8155,8509,8864,9218,9573,9927,10282,10636,10991,11345,11700,12055,12409
5599,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5600,0,355,709,1064,1418,1773,2127,2482,2836,3191,3545,3900,4255,4609,4964,5318,5673,6027,6382,6736,7091,7445,7800,8155,8509,8864,9218,9573,9927,10282,10636,10991,11345,11700,12055,12409
5601,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5602,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5603,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5604,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5605,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5606,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5607,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5608,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5609,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5610,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5611,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5612,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5613,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5614,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
5615,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5616,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5617,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5618,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5619,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5620,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5621,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5622,0,355,709,1064,1418,1773,2127,2482,2836,3191,3545,3900,4255,4609,4964,5318,5673,6027,6382,6736,7091,7445,7800,8155,8509,8864,9218,9573,9927,10282,10636,10991,11345,11700,12055,12409
5623,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5624,0,355,709,1064,1418,1773,2127,2482,2836,3191,3545,3900,4255,4609,4964,5318,5673,6027,6382,6736,7091,7445,7800,8155,8509,8864,9218,9573,9927,10282,10636,10991,11345,11700,12055,12409
5625,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5626,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5627,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5628,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5629,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5630,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5631,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5632,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5633,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5634,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5635,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5636,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5637,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5638,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
5639,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5640,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5641,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5642,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5643,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5644,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5645,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5646,0,355,709,1064,1418,1773,2127,2482,2836,3191,3545,3900,4255,4609,4964,5318,5673,6027,6382,6736,7091,7445,7800,8155,8509,8864,9218,9573,9927,10282,10636,10991,11345,11700,12055,12409
5647,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5648,0,355,709,1064,1418,1773,2127,2482,2836,3191,3545,3900,4255,4609,4964,5318,5673,6027,6382,6736,7091,7445,7800,8155,8509,8864,9218,9573,9927,10282,10636,10991,11345,11700,12055,12409
5649,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5650,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5651,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5652,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5653,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5654,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
5655,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5656,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5657,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5658,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5659,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5660,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5661,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
5662,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
5663,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5664,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
5665,0,641,1282,1923,2564,3205,3845,4486,5127,5768,6409,7050,7691,8332,8973,9614,10255,10895,11536,12177,12818,13459,14100,14741,15382,16023,16664,17305,17945,18586,19227,19868,20509,21150,21791,22432
